alpha,qw,q2,mmse,sols,qw_,q2_,mmse_
2.950041,0.3325116219731423,0.8641150677949423,0.13588493220505773,"[0.0, 0.3325116219731423, 0.8674540224337723, 0.9954528030737968]",0.9954528030737968,0.9914129579170493,0.008587042082950693
2.9750405000000004,0.3333499681877758,0.8651261070662623,0.13487389293373778,"[0.0, 0.3333499681877758, 0.8654886447408988, 0.9956988032763536]",0.9956988032763536,0.9918566139453727,0.008143386054627279
3.0000400000000003,0.33417742730223016,0.8661218401747629,0.13387815982523713,"[0.0, 0.33417742730223016, 0.8635655124003169, 0.9959294142519597]",0.9959294142519597,0.9922744305840056,0.0077255694159944505
3.0250395,0.33499424283390733,0.8671026164568634,0.13289738354313665,"[0.0, 0.33499424283390733, 0.8616832604768271, 0.9961455907708228]",0.9961455907708228,0.9926678015475953,0.0073321984524047385
3.0500390000000004,0.33580065062183406,0.868068774626263,0.13193122537373705,"[0.0, 0.33580065062183406, 0.8598364297758236, 0.9963485289058116]",0.9963485289058116,0.9930386149102131,0.006961385089786944
3.0750385000000002,0.9965391728223438,0.9933883302978517,0.006611669702148328,"[0.0, 0.3365968791991255, 0.8580274257665512, 0.9965391728223438]",0.3365968791991255,0.8690206432283742,0.13097935677162578
3.1000380000000005,0.9967183522345618,0.9937182413075778,0.006281758692422203,"[0.0, 0.3373831500318655, 0.8562537678607872, 0.9967183522345618]",0.3373831500318655,0.869958541011883,0.13004145898811706
3.1250375000000004,0.9968869072568917,0.9940296901206179,0.005970309879382076,"[0.0, 0.3381596778144146, 0.8545116322164744, 0.9968869072568917]",0.3381596778144146,0.8708827772499816,0.12911722275001838
3.150037,0.9970456003542378,0.9943239043888102,0.0056760956111897585,"[0.0, 0.33892667062254805, 0.8528050687066989, 0.9970456003542378]",0.33892667062254805,0.8717936519909038,0.12820634800909628
3.1750365000000005,0.9971951253099346,0.9946020096216937,0.005397990378306351,"[0.0, 0.3396843302632726, 0.8511259395148558, 0.9971951253099346]",0.3396843302632726,0.8726914565141772,0.1273085434858228
3.2000360000000003,0.9973361150043525,0.9948650400401582,0.0051349599598418125,"[0.0, 0.3404328525780871, 0.8494808021977555, 0.9973361150043525]",0.3404328525780871,0.8735764736783135,0.12642352632168655
3.2250355,0.9974691481694407,0.9951139480872231,0.004886051912776913,"[0.0, 0.3411724276212299, 0.8478605939511991, 0.9974691481694407]",0.3411724276212299,0.8744489782171809,0.1255510217828191
3.2500350000000005,0.997594755075414,0.9953496124170517,0.004650387582948335,"[0.0, 0.34190323986208865, 0.8462724413376018, 0.997594755075414]",0.34190323986208865,0.8753092369842349,0.12469076301576512
