alpha,qw,e1,e2,e3,e4,e5,e6
0.3,0.002520115324905744,-0.0030591261920603708,0.8276319278480077,0.9771782450309258,0.9923557551465234,0.9992277418123334,0.9995987837421099
1.6,0.011671420674405748,-0.00018927584300714316,0.9221746438179473,0.9810000572151589,0.9964822549803739,0.99940131922864,0.999798281962215
0.4,0.020651409618573795,0.0026321724709784363,0.7738129264787175,0.974151948877833,0.9895133713705055,0.9988731053643297,0.9993656432509705
0.1,0.015604346861831892,0.0034718119316921223,0.9271625732239227,0.9785888273625588,0.996706029198952,0.9991732574380826,0.9998144595807803
0.2,0.020223375471279663,-0.003947660235085338,0.8942257375619133,0.9734234889115595,0.9955710493830181,0.9987953809131782,0.9997790349838658
0.3,0.02292872033710357,0.016130228432024822,0.8267556005026983,0.9759245293630026,0.9923837540887672,0.9989944206327304,0.9995683371927921
0.4,0.007244665561083471,-0.0031115533443891157,0.765206288557214,0.9680004831939071,0.9879040228310301,0.9983206068425798,0.9991887800684767
1.2,0.009234715312327252,-5.3067993366426495e-05,0.8581766486088078,0.9792553426054911,0.994274621353414,0.9992750742728824,0.9996902792516038
0.1,0.016651142160124196,0.024293457529385717,0.9250948343313374,0.9807092975490992,0.9968951369631306,0.9993565798063777,0.9998451461598685
0.2,0.010340208471944999,0.002408338877799869,0.880994699194204,0.9731521120051256,0.9947145320584379,0.9988824957351898,0.9997034714497586
0.3,0.018920381459303616,0.0010854734974495644,0.809251460929992,0.9742758722042335,0.9913664330857233,0.9989420296929598,0.999515426773307
0.6,0.004747816473189608,0.00298772802653398,0.7699957575087524,0.965799281636263,0.9890235292268863,0.9979831369412349,0.999334656869448
1.8,0.018755997788833606,-9.729132117188722e-06,0.9420137357656163,0.977511029425711,0.9970374820345679,0.9990598090500195,0.9998346745685464
0.4,0.016721724709784412,0.004244555002763907,0.7856204488667773,0.9764690709022787,0.989809150113138,0.998958044772678,0.9993579458492636
0.1,0.01133519627411843,0.015722155688622733,0.9502031646336956,0.9777677756664449,0.9975550908306975,0.9992063473529943,0.9998550691842041
0.2,0.00963725881570193,0.0033369705034375923,0.8654775403267538,0.9771723555989257,0.9948876880578924,0.9992002056221797,0.999762493293667
0.3,0.011757462852073628,0.009981459303614958,0.8014097363790937,0.9729908022926985,0.9910041723980515,0.9987289607519185,0.999489113240781
1.0,0.032296296296296295,-0.0005890547263681065,0.8414406780910263,0.9759774727547448,0.9943684179629916,0.9990601606849204,0.9997333467777636
0.4,-0.0003785516860143725,0.0037386401326699446,0.7655855360235857,0.970208664411277,0.9889767815314211,0.9984672019514556,0.9993335349114814
0.1,0.017918651585717454,0.0172632512752273,0.9241615991720264,0.9783544681028067,0.9967417350829862,0.9992183078337372,0.9998137184458451
0.2,0.015086626746506985,0.009897005988024002,0.866607345900791,0.9766587894196791,0.9946729274388179,0.999062452922547,0.999725094604384
0.8,0.025008291873963515,0.001034825870646733,0.7647849286898841,0.9761402504514465,0.9883741593637737,0.9988671920015919,0.9992370768125737
0.3,0.01879902417387447,0.005162652472832094,0.7999320730391071,0.9749955423868314,0.9903206087769284,0.9988893558788614,0.9994062528161802
0.4,0.029109563294637923,-0.0019626312880045107,0.7605806110189793,0.9677624182888028,0.9885371307678233,0.9983154207523454,0.9992923178273717
0.1,0.009279929030827234,0.014600133067199038,0.9512294640348933,0.9778283803119686,0.9984799485996041,0.9990962370361749,0.9999416372419851
0.2,0.01925109780439122,0.010068751386116659,0.8488615326384269,0.9792482534230306,0.9934953485138235,0.9992022396591026,0.9996478361947886
1.4,0.004844223327805417,0.0,0.9245987661691542,0.974538713130643,0.9963590687510597,0.9987196680217285,0.9997459771043695
0.3,0.013355333776890662,-0.0020538478598359864,0.8239897662452872,0.9737823376259828,0.9922703749756389,0.9989163438305139,0.9995601204035964
0.6,-0.0004926478717523495,-0.0014620232172471374,0.7198172220379584,0.9700443715644004,0.9872809313765658,0.9987270183621165,0.9992866591716109
0.4,0.009371807628524046,0.013205970149253832,0.7766009891284319,0.9692079992334623,0.9898461180624613,0.9985591585232461,0.9994225927281847
0.1,0.007012109115103126,0.023141627855400356,0.9335656580172987,0.9793318441950668,0.9970890376021093,0.9991801618284996,0.9998454393641005
0.2,0.017254734974495454,-0.0014516744289199128,0.8763088318178458,0.9778346886828811,0.9949435659378197,0.9991164458704755,0.9997381903861272
0.3,0.017728099356841873,0.010726635617653649,0.8324495518592443,0.9771904816303196,0.9920578693922508,0.9990608399010165,0.9995374186326743
0.4,0.015929242675511334,0.00499988944168055,0.7780218669614888,0.9700737883717216,0.9895609551890261,0.9985831455604378,0.9994131587000041
0.1,0.014452162341982702,0.00772038145930357,0.9339502778147408,0.9765986903270003,0.9970331026238551,0.9990727957818075,0.9998260583725698
0.2,0.014530938123752496,0.001126635617653685,0.8773118911806017,0.9755651373085926,0.9947217248494944,0.9990363511793301,0.9997180332391832
0.3,0.03734681747615879,0.011405100909292613,0.8228100267612922,0.9720776938646164,0.9920010035802237,0.9987672131438561,0.9995338552786437
0.4,0.024029187396351577,-0.003160199004975123,0.7655554405749031,0.9686044845402617,0.9886201650520732,0.998275640852745,0.9992786195424637
0.1,0.011342648037258814,0.013562208915502435,0.9089760413986842,0.9791856010172247,0.9967078203675086,0.9993378557990994,0.9998534576203125
1.2,0.006161194029850746,-0.003099170812603737,0.8699826733001659,0.9754921907204716,0.9943846435252873,0.9989156136645732,0.9996645783654089
0.2,0.0031134176092259924,0.007848835662009335,0.8760702429215643,0.9721104428890368,0.9941402217774559,0.9986627156205985,0.9996472753012171
0.3,0.015845996895098694,0.006716877356398381,0.8537716152879428,0.977031591935142,0.9934577714828647,0.9990060455276434,0.9996460387175833
0.8,0.018503924820342733,-0.0027719181868434265,0.7631971107425835,0.9689866148172717,0.9892776602523514,0.9985005560465411,0.9993618414988591
