alpha,mmse,qw,q2
0.2,0.9887386253176342,-0.008474666666666669,0.01913445925925926
0.4,0.9776665444220086,0.008888888888888889,0.04622317037037036
1.2,0.12581486261699024,0.9544693333333332,0.911814234074074
0.6,0.9633897306367842,0.003978666666666667,0.05583051851851852
1.3,0.1130047812997601,0.9601724444444444,0.9234536059259258
1.4,0.05706537838559786,0.9799999999999999,0.9609346370370369
1.5,0.06502152404775098,0.9775697777777778,0.9565843674074074
0.8,0.9657256654331783,0.0773528888888889,0.10993216000000001
1.6,0.031242262595112025,0.9893617777777779,0.9789515377777778
1.7,0.02324639110351242,0.9920711111111111,0.9841771614814816
1.8,0.023038980779823238,0.9921404444444445,0.9846393125925927
1.9,0.011696812919236112,0.9959466666666666,0.9919169896296297
1.2,0.15313997181589373,0.9448017777777777,0.8928323555555556
1.3,0.09372348220601401,0.9669368888888888,0.9352369303703705
1.4,0.06033054993278277,0.9788337777777778,0.9587705362962962
1.5,0.05271654667553464,0.9819235555555557,0.964914488888889
1.6,0.03531750055826702,0.9881493333333334,0.9767996207407408
1.7,0.02558360942636754,0.9912835555555556,0.9826722844444445
1.8,0.018175892151787634,0.993808,0.987768628148148
1.9,0.014528771114184937,0.9949511111111111,0.9899620977777779
1.2,0.1529554616572863,0.9450471111111111,0.8948290607407406
1.3,0.10107740606120669,0.9640764444444444,0.9303555081481482
1.4,0.054666197868067326,0.9807431111111111,0.9624109511111112
1.5,0.045485895812030636,0.9840888888888888,0.9690440533333333
1.6,0.024868791285411133,0.9913671111111111,0.9830642251851852
1.7,0.01840650976662854,0.9936177777777779,0.9871828859259262
1.8,0.01774672360308128,0.994040888888889,0.9881643140740739
2.1,0.007069135429935499,0.9976071111111109,0.995286708148148
1.9,0.015050188933114493,0.9948675555555557,0.9900089599999999
2.3,0.005310190375123367,0.9981955555555557,0.9964294400000001
2.5,0.0036766194954940845,0.9987591111111108,0.9975443437037036
1.2,0.15573791269626613,0.9442346666666669,0.8928050725925926
2.7,0.0029184901453297714,0.999000888888889,0.9980135822222224
1.3,0.08812310520679512,0.9695413333333335,0.9404734814814815
2.9,0.0014268806425167804,0.9995128888888888,0.9990331259259257
1.4,0.06971313986394923,0.9759004444444445,0.9530535822222223
2.1,0.009419518088469025,0.9967591111111109,0.9934918874074075
1.5,0.05639502924381724,0.9807537777777777,0.9621413925925928
2.3,0.006360006089442431,0.9977759999999999,0.9955904711111111
1.6,0.04421233754573381,0.9848408888888888,0.9704852622222221
2.5,0.001517718410116716,0.9994808888888888,0.9989673718518519
1.7,0.020541155890574828,0.9928764444444443,0.9859864888888891
2.7,0.004082991260423881,0.998584888888889,0.9972046696296297
1.8,0.018653636525001377,0.9936728888888888,0.9874127881481481
2.9,0.0012158828821696764,0.9995786666666663,0.9991672177777776
1.9,0.01411503799152002,0.9951377777777779,0.990345837037037
2.1,0.007007939856549517,0.9975822222222221,0.9952328533333332
2.3,0.005889729695791166,0.9979804444444446,0.9959767229629631
1.2,0.15791016965898114,0.9436622222222223,0.8907820562962964
2.5,0.0030979427097148956,0.9989315555555554,0.9978860325925925
1.3,0.11508028970878591,0.9593066666666666,0.9207860148148147
2.7,0.0014042133257637134,0.999527111111111,0.9990596740740741
1.4,0.07064620653685698,0.9745653333333334,0.9505880414814816
1.5,0.05518256778724334,0.9810151111111111,0.9626774518518519
2.9,0.0009354519222943955,0.9996835555555554,0.9993736059259258
