alpha,qw,q2,mmse
0.001,0.0,0.0,1.0000000000000002
0.0097475,0.0,0.0,1.0000000000000002
0.018495,0.0,0.0,1.0000000000000002
0.027242500000000003,0.0,0.0,1.0000000000000002
0.03599,0.0,0.0,1.0000000000000002
0.0447375,0.0,0.0,1.0000000000000002
0.053485000000000005,0.0,0.0,1.0000000000000002
0.0622325,0.0,0.0,1.0000000000000002
0.07098,0.0,0.0,1.0000000000000002
0.0797275,0.0,0.0,1.0000000000000002
0.088475,0.0,0.0,1.0000000000000002
0.0972225,0.0,0.0,1.0000000000000002
0.10597000000000001,0.0,0.0,1.0000000000000002
0.1147175,0.0,0.0,1.0000000000000002
0.123465,0.0,0.0,1.0000000000000002
0.1322125,0.0,0.0,1.0000000000000002
0.14096,0.0,0.0,1.0000000000000002
0.1497075,0.0,0.0,1.0000000000000002
0.158455,0.0,0.0,1.0000000000000002
0.1672025,0.0,0.0,1.0000000000000002
0.17595,0.0,0.0,1.0000000000000002
0.18469750000000001,0.0,0.0,1.0000000000000002
0.193445,0.0,0.0,1.0000000000000002
0.2021925,0.0,0.0,1.0000000000000002
0.21094000000000002,0.0,0.0,1.0000000000000002
0.2196875,0.0,0.0,1.0000000000000002
0.228435,0.0,0.0,1.0000000000000002
0.2371825,0.0,0.0,1.0000000000000002
0.24593,0.0,0.0,1.0000000000000002
0.2546775,0.0,0.0,1.0000000000000002
0.263425,0.0,0.0,1.0000000000000002
0.2721725,0.0,0.0,1.0000000000000002
0.28092,0.0,0.0,1.0000000000000002
0.2896675,0.0,0.0,1.0000000000000002
0.298415,0.0,0.0,1.0000000000000002
0.3071625,0.0,0.0,1.0000000000000002
0.31591,0.0,0.0,1.0000000000000002
0.3246575,0.0,0.0,1.0000000000000002
0.333405,0.0,0.0,1.0000000000000002
0.3421525,0.0,0.0,1.0000000000000002
0.3509,0.0,0.0,1.0000000000000002
0.3596475,0.0,0.0,1.0000000000000002
0.36839500000000003,0.0,0.0,1.0000000000000002
0.3771425,0.0,0.0,1.0000000000000002
0.38589,0.0,0.0,1.0000000000000002
0.39463750000000003,0.0,0.0,1.0000000000000002
0.403385,0.0,0.0,1.0000000000000002
0.4121325,0.0,0.0,1.0000000000000002
0.42088000000000003,0.0,0.0,1.0000000000000002
0.4296275,0.0,0.0,1.0000000000000002
0.438375,0.0,0.0,1.0000000000000002
0.4471225,0.0,0.0,1.0000000000000002
0.45587,0.0,0.0,1.0000000000000002
0.4646175,0.0,0.0,1.0000000000000002
0.473365,0.0,0.0,1.0000000000000002
0.4821125,0.0,0.0,1.0000000000000002
0.49086,0.0,0.0,1.0000000000000002
0.4996075,0.0,0.0,1.0000000000000002
0.508355,0.0,0.0,1.0000000000000002
0.5171025,0.0,0.0,1.0000000000000002
0.52585,0.0,0.0,1.0000000000000002
0.5345975000000001,0.0,0.0,1.0000000000000002
0.543345,0.0,0.0,1.0000000000000002
0.5520925,0.0,0.0,1.0000000000000002
0.56084,0.0,0.0,1.0000000000000002
0.5695875,0.0,0.0,1.0000000000000002
0.578335,0.0,0.0,1.0000000000000002
0.5870825,0.0,0.0,1.0000000000000002
0.59583,0.0,0.0,1.0000000000000002
0.6045775,0.0,0.0,1.0000000000000002
0.613325,0.0,0.0,1.0000000000000002
0.6220725,0.0,0.0,1.0000000000000002
0.63082,0.0,0.0,1.0000000000000002
0.6395675,0.0,0.0,1.0000000000000002
0.648315,0.0,0.0,1.0000000000000002
0.6570625,0.0,0.0,1.0000000000000002
0.66581,0.0,0.0,1.0000000000000002
0.6745575,0.0,0.0,1.0000000000000002
0.683305,0.0,0.0,1.0000000000000002
0.6920525,0.0,0.0,1.0000000000000002
0.7008,0.0,0.0,1.0000000000000002
0.7095475,0.0,0.0,1.0000000000000002
0.718295,0.0,0.0,1.0000000000000002
0.7270425,0.0,0.0,1.0000000000000002
0.73579,0.0,0.0,1.0000000000000002
0.7445375,0.0,0.0,1.0000000000000002
0.753285,0.0,0.0,1.0000000000000002
0.7620325,0.0,0.0,1.0000000000000002
0.77078,0.0,0.0,1.0000000000000002
0.7795275,0.0,0.0,1.0000000000000002
0.7882750000000001,0.0,0.0,1.0000000000000002
0.7970225,0.0,0.0,1.0000000000000002
0.80577,0.0,0.0,1.0000000000000002
0.8145175,0.0,0.0,1.0000000000000002
0.823265,0.0,0.0,1.0000000000000002
0.8320125,0.0,0.0,1.0000000000000002
0.8407600000000001,0.0,0.0,1.0000000000000002
0.8495075,0.0,0.0,1.0000000000000002
0.858255,0.0,0.0,1.0000000000000002
0.8670025,0.0,0.0,1.0000000000000002
0.87575,0.0,0.0,1.0000000000000002
0.8844975,0.0,0.0,1.0000000000000002
0.893245,0.0,0.0,1.0000000000000002
0.9019925,0.0,0.0,1.0000000000000002
0.91074,0.0,0.0,1.0000000000000002
0.9194875,0.0,0.0,1.0000000000000002
0.928235,0.0,0.0,1.0000000000000002
0.9369825,0.0,0.0,1.0000000000000002
0.94573,0.0,0.0,1.0000000000000002
0.9544775,0.0,0.0,1.0000000000000002
0.963225,0.0,0.0,1.0000000000000002
0.9719725,0.0,0.0,1.0000000000000002
0.98072,0.0,0.0,1.0000000000000002
0.9894675,0.0,0.0,1.0000000000000002
0.998215,0.0,0.0,1.0000000000000002
1.0069625,0.0,0.0,1.0000000000000002
1.01571,0.0,0.0,1.0000000000000002
1.0244574999999998,0.0,0.0,1.0000000000000002
1.033205,0.0,0.0,1.0000000000000002
1.0419524999999998,0.0,0.0,1.0000000000000002
1.0507,0.0,0.0,1.0000000000000002
1.0594474999999999,0.0,0.0,1.0000000000000002
1.068195,0.0,0.0,1.0000000000000002
1.0769425,0.0,0.0,1.0000000000000002
1.0856899999999998,0.0,0.0,1.0000000000000002
1.0944375,0.0,0.0,1.0000000000000002
1.1031849999999999,0.0,0.0,1.0000000000000002
1.1119325,0.0,0.0,1.0000000000000002
1.12068,0.936091417139834,0.8762671412428628,0.1797338499608977
1.1294274999999998,0.9390590293359194,0.8818318605773191,0.17190782896877488
1.138175,0.9418099793364849,0.8870060371777903,0.16460886245424822
1.1469224999999998,0.9443688937509914,0.8918326074844714,0.1577810270588278
1.15567,0.946756441906817,0.8963477602920561,0.15137698375474862
1.1644174999999999,0.9489901548484814,0.9005823139993446,0.14535625038395839
1.1731649999999998,0.9510850397893733,0.9045627529111538,0.1396838981555103
1.1819125,0.9530540484288688,0.9083120192266565,0.1343295528394346
1.1906599999999998,0.9549084414726566,0.9118501315957381,0.12926661198127698
1.1994075,0.9566580723649957,0.9151946674211093,0.12447163362619829
1.2081549999999999,0.9583116154060372,0.9183611522221284,0.11992384068786255
1.2169025,0.9598767478568041,0.9213633710761546,0.1156047237770389
1.22565,0.9613602978280309,0.9242136222400003,0.11149771686663024
1.2343974999999998,0.9627683654603593,0.9269229255312119,0.1075879300785808
1.243145,0.9641064229980698,0.9295011948661331,0.10386192784518067
1.2518924999999999,0.9653793981703649,0.931957382411776,0.10030754304689127
1.26064,0.9665917440935923,0.9342995997498926,0.09691372037180623
1.2693875,0.967747498136924,0.9365352201502757,0.09367038378245762
1.2781349999999998,0.9688503318698433,0.9386709655643053,0.09056832349643662
1.2868825,0.969903593686127,0.9407129810452636,0.08759909905700936
1.2956299999999998,0.970910345356772,0.9426668987208063,0.08475495580658488
1.3043775,0.9718733935354915,0.9445378930621924,0.08202875254678399
1.3131249999999999,0.972795317027326,0.9463307288302958,0.07941389863483195
1.3218725,0.9736784905034609,0.9480498028690982,0.07690429902031293
1.33062,0.9745251051912288,0.9496991806479755,0.07449430607900787
1.3393674999999998,0.9753371870071489,0.9512826283590181,0.07217867720754823
1.348115,0.976116612497443,0.9528036411934833,0.06995253738298801
1.3568624999999999,0.976865122903478,0.9542654683452273,0.06781134598239469
1.36561,0.9775843366029734,0.9556711351714756,0.06575086731278268
1.3743575,0.9782757601640814,0.9570234629246113,0.06376714431256458
1.3831049999999998,0.978940798176655,0.9583250863347464,0.06185647507075165
1.3918525,0.9795807620323883,0.9595784693439545,0.06001539177017634
