alpha,mmse,qw,q2
0.2,0.9760989135479864,0.005187555555555556,0.19629402074074076
0.4,0.8083420819393987,-0.005578666666666666,0.35566056296296295
0.6,0.6864607810577597,0.0027359999999999997,0.4747161362962963
0.8,0.5843518668899671,0.019416888888888886,0.5694859377777778
1.0,0.5183052360066991,0.006030222222222222,0.6363383466666666
0.2,0.9844943276256637,0.002213333333333333,0.1790594607407407
0.4,0.8044599377994589,-0.012544,0.35418088296296296
0.6,0.6705180732441431,0.0023324444444444443,0.48751137185185184
0.8,0.6079128083646617,0.014510222222222223,0.5588644503703702
1.0,0.5155045191389469,0.027409777777777776,0.6406214162962963
0.2,0.9489764647451088,-0.007144888888888891,0.19902902518518517
0.4,0.7980098056785816,0.006392888888888889,0.3665087999999999
0.6,0.6752255546257843,0.00504,0.47833483851851843
0.8,0.6001790808942282,0.009776000000000002,0.5566227199999999
1.0,0.5332568933898545,0.02283733333333333,0.6285385955555556
0.2,0.9803766002029104,-0.0009902222222222222,0.19045383111111114
0.4,0.7895620531878751,0.005319111111111112,0.3713939437037037
0.6,0.6869885968930503,-0.015941333333333335,0.47412818962962966
0.8,0.584249408165868,0.004026666666666667,0.5664678162962963
1.0,0.5236045492343419,0.006110222222222223,0.63230272
1.2,0.4787356966787726,0.006227555555555555,0.675221451851852
1.3,0.45610836466343235,-0.012849777777777776,0.6963762725925926
1.4,0.44384294887242787,0.0011840000000000002,0.7106512592592591
1.5,0.4244436779866132,0.011827555555555556,0.7248420740740741
1.6,0.40960696461782303,0.012864,0.7342478696296297
1.2,0.46032106498258196,-0.0006826666666666667,0.6839134340740742
1.3,0.43989830206577196,-0.009589333333333332,0.7057601896296296
1.4,0.44364490222617836,0.015694222222222224,0.7069101037037038
1.5,0.43562558090681497,0.026234666666666663,0.722824177777778
1.6,0.4269792736263869,0.019994666666666664,0.7289718281481481
1.2,0.475557611741987,0.017528888888888892,0.6729472948148149
1.3,0.44676536252080945,0.029873777777777777,0.6934336948148146
1.4,0.4336921028933899,-0.01197511111111111,0.7142381985185184
1.5,0.4318597581985329,-0.007107555555555556,0.7228897185185184
1.6,0.4051482507189057,0.004062222222222222,0.73761344
1.2,0.48336079917233143,0.03421333333333333,0.6733410370370372
1.3,0.45751589332248666,0.017573333333333337,0.6919473540740743
1.4,0.4382620567516257,-0.010016000000000002,0.7098346666666667
1.5,0.42805315940032057,0.021376,0.7144450370370372
1.6,0.424648909473841,0.0013297777777777778,0.7317475555555556
