alpha,mmse,qw,q2
0.2,0.9521583912350207,-0.006554666666666668,0.1947450548148148
0.4,0.8143468965801068,-0.006414222222222222,0.3537720888888889
0.6,0.6897994933544455,0.010220444444444443,0.48036041481481484
0.8,0.5999722454083761,0.18012088888888886,0.5659898785185185
0.2,0.9846088671950106,0.012636444444444445,0.1805859555555555
0.4,0.8116474590557412,0.006856888888888889,0.35400289185185185
0.6,0.6717362917089222,0.0358151111111111,0.48441671111111106
0.8,0.582046718674675,0.19012266666666666,0.5650386014814816
0.2,0.9653138325703117,0.008346666666666667,0.18801609481481477
0.4,0.8000764146276044,-0.0066346666666666654,0.3655706548148149
0.6,0.6943433588242192,0.03255466666666667,0.4723576414814815
0.8,0.6075753539788135,0.1658737777777778,0.5590379614814814
0.2,0.9873217570026572,-0.000535111111111111,0.19050270814814815
0.4,0.80204060458888,0.007662222222222221,0.36182499555555553
0.6,0.689755598510302,0.034936888888888885,0.47230293333333334
0.8,0.5832799199555249,0.2097066666666667,0.571361042962963
2.0,0.028427315186867207,0.9876124444444444,0.9776987496296298
2.6,0.006458292764383341,0.9973155555555556,0.9947974637037038
2.8,0.0029964640092834055,0.998743111111111,0.9975032651851852
2.2,0.012694800401332862,0.9946773333333335,0.9898074074074075
3.2,0.0007881910338760335,0.9996835555555554,0.999371282962963
2.6,0.003451220609139986,0.9985511111111113,0.9972180622222224
2.4,0.008193355583210252,0.9966844444444444,0.9935088592592594
2.8,0.003786528718509692,0.9984817777777779,0.9970375585185187
2.0,0.02471344768559122,0.9894311111111109,0.9804360296296296
3.2,0.0027620282298930388,0.9988906666666665,0.9978080711111112
2.6,0.0069472018372569245,0.9971217777777778,0.9944701866666666
2.2,0.016069650839366414,0.9931946666666667,0.9869823051851851
2.8,0.0032643115223751724,0.9986808888888887,0.9974033066666665
3.2,0.00028840482681939715,0.9998844444444444,0.9997705244444444
2.4,0.008000441239238982,0.9966737777777775,0.9935889777777779
2.6,0.004207591123537187,0.9982542222222225,0.9966881185185186
2.8,0.004064108838309172,0.9983360000000002,0.996711917037037
2.0,0.02035325197697614,0.9914595555555558,0.983781688888889
3.2,0.0012394535482901214,0.9995093333333332,0.9990271999999998
2.2,0.013547287230246306,0.9943146666666665,0.9892788622222223
2.4,0.007541312650062059,0.9968568888888888,0.9940414577777779
2.0,0.02843461992340779,0.9877795555555555,0.9776774162962965
2.2,0.012720968060893267,0.9946275555555555,0.9899726696296297
2.4,0.010003343067435366,0.9957653333333334,0.9918853214814815
1.0,0.5355674634952086,0.13009244444444443,0.6248588088888889
1.2,0.4719646674250067,0.18406933333333333,0.6836102400000001
1.3,0.44336564960604036,0.2766773333333334,0.703065623703704
1.5,0.12088701799438432,0.9379182222222221,0.9074414222222222
1.4,0.31356994193477955,0.7452657777777779,0.7736140325925926
1.7,0.056063310251031256,0.974453777777778,0.9567487229629629
1.8,0.03496882251019589,0.9845920000000001,0.9726268444444445
1.9,0.03746169309442695,0.9836177777777777,0.970849019259259
1.7,0.05466622921181848,0.9752142222222223,0.957503608888889
1.8,0.046339326221238014,0.9789048888888888,0.9629164562962964
1.9,0.029625822108850005,0.9873297777777778,0.9767570725925926
1.7,0.0720674680548046,0.9667097777777778,0.9448713303703704
1.8,0.051067809536152343,0.9768462222222222,0.9596173274074075
1.9,0.04097956265797742,0.9816871111111112,0.9680183229629629
1.7,0.049944416225203715,0.9773853333333333,0.9606179022222223
1.8,0.04096773892199737,0.982096,0.9678732562962964
1.9,0.035265438301284056,0.9845493333333333,0.9721799348148149
0.2,0.9697894002726579,0.00871288888888889,0.19217495703703705
0.4,0.7787903052703156,-0.0013102222222222224,0.36835135999999996
0.6,0.6708111931960713,0.03721777777777777,0.48527096888888893
0.8,0.5929193378113093,0.1881546666666667,0.5723490844444443
0.2,0.9645779617125366,-0.0018666666666666664,0.2013002903703704
0.4,0.8285444333827963,-0.014001777777777778,0.34341504
0.6,0.6800300034926464,0.017153777777777778,0.48437013333333323
2.6,0.0053791932032330745,0.997815111111111,0.9957356325925928
0.8,0.5946513853351739,0.18657244444444443,0.5663457422222222
2.0,0.024655214017738004,0.989463111111111,0.9805768770370369
0.2,0.9954718467232234,0.0058008888888888875,0.1863659377777777
2.8,0.0013617818772387361,0.9994613333333332,0.9989284266666664
0.4,0.8162933479560887,-0.00999822222222222,0.35766518518518525
0.6,0.6996350954138087,0.029680000000000005,0.47490311111111105
1.6,0.09222174691005289,0.9554506666666667,0.9285393303703704
3.0,0.0026114457428320754,0.9989333333333338,0.9978980029629628
0.8,0.5947661986072194,0.1980053333333333,0.5558127407407407
1.7,0.07971091689776237,0.9615199999999997,0.9376623644444444
0.2,0.9809459216698003,0.011448888888888889,0.1909445688888889
0.4,0.8003226895243314,0.010355555555555555,0.3568626962962963
3.2,0.0013024024497133879,0.9994719999999998,0.9989616592592592
0.6,0.676599673858867,0.027696000000000002,0.4880408888888889
2.2,0.01492143392805012,0.9936622222222223,0.9881508266666666
0.8,0.578813870517574,0.19323555555555558,0.5782957274074074
0.2,0.9876615015577305,0.008227555555555556,0.19166994962962963
0.4,0.8065512711557983,-0.00012444444444444447,0.3583828859259258
2.6,0.003836662984491408,0.9984711111111113,0.9970251377777778
0.6,0.67995407087877,0.033258666666666666,0.47494921481481484
0.8,0.5986099425156162,0.2113795555555555,0.5670681837037037
2.8,0.0034002955582664108,0.9986364444444447,0.997311834074074
1.6,0.10282107545043534,0.9496106666666667,0.9217728000000001
0.2,0.9930777387006461,0.0019253333333333336,0.18412205037037035
0.4,0.8059094564171337,0.008046222222222222,0.351105754074074
2.4,0.007715406051419048,0.9968266666666667,0.9938270103703702
0.6,0.6915603383816418,0.022631111111111112,0.4750540800000001
1.8,0.04089126766013381,0.9816266666666665,0.9680137244444446
3.0,0.001729564786250557,0.9993155555555553,0.9986395259259262
0.8,0.5874750973697331,0.17763555555555555,0.571918648888889
0.2,0.9753830335552378,0.012318222222222223,0.19198134518518517
3.2,0.0030267333986809795,0.9987448888888893,0.997537185185185
0.4,0.8041001610202296,0.0042862222222222225,0.36383703703703696
0.6,0.6794970282401824,0.03155733333333333,0.4799135525925926
0.8,0.5972044789464248,0.18367999999999998,0.5635726696296296
2.0,0.02130571389603587,0.9908426666666668,0.9828863288888892
1.9,0.028505747218024364,0.9875271111111112,0.9772741214814816
0.2,0.9791796729541099,0.0031431111111111104,0.19557760000000002
2.6,0.008240233171237406,0.9966204444444446,0.9934501214814816
0.4,0.8022611779576286,-0.010471111111111112,0.3669157451851852
1.6,0.08634561126530194,0.9576177777777778,0.9332398933333335
0.6,0.6842200312788232,0.023582222222222223,0.4837150103703704
2.8,0.0039004483838824054,0.9984355555555556,0.9969327881481482
0.8,0.5951456119923514,0.23549688888888887,0.5637001718518518
0.2,0.9872582123011843,0.002967111111111111,0.18906711703703707
0.4,0.8174930969041431,0.012181333333333336,0.35586934518518526
3.0,0.002463234026625157,0.9990186666666664,0.9980565807407404
0.6,0.6659513549900886,0.018156444444444444,0.4889439051851852
2.2,0.015446335264677298,0.9936195555555556,0.9877681540740741
0.8,0.5628901990195088,0.20413866666666672,0.5853072592592592
0.2,0.9723691512819093,0.0006222222222222223,0.19755534222222215
3.2,0.0010956803006764001,0.999550222222222,0.999108717037037
0.4,0.8143964034568819,0.0006559999999999998,0.3551511466666667
1.7,0.06592488324386887,0.9691431111111111,0.9483563377777777
0.6,0.6896628266462076,0.02362844444444444,0.47255236740740747
0.8,0.5831038914966085,0.20449777777777775,0.5687175111111112
1.6,0.11370636278129691,0.9399200000000001,0.9128760177777779
0.2,0.977853737400015,0.0061244444444444445,0.18869805037037032
2.6,0.008213871538089331,0.9965528888888886,0.9934988562962963
0.4,0.8000321479679784,0.008266666666666667,0.3618012918518519
2.4,0.011017409259917456,0.9953244444444445,0.9911203555555556
0.6,0.6759439223668986,0.026010666666666668,0.4855093807407407
2.8,0.00298173165174779,0.9987911111111112,0.9976169718518518
0.8,0.5920683801497197,0.19697422222222222,0.5740124444444444
0.2,0.9714003765753506,0.0029564444444444447,0.19294660740740738
3.0,0.0020896395811497996,0.9991662222222222,0.9983417599999999
0.4,0.8114174585169768,-0.014750222222222222,0.3536370962962963
0.6,0.6977365240727328,0.015873777777777775,0.46767499851851846
3.2,0.0010058805166368468,0.9995893333333332,0.9991770311111108
0.8,0.581771415990278,0.22702577777777772,0.5810936888888888
2.0,0.028452064683348283,0.987304888888889,0.9775764622222224
1.8,0.0508727620277064,0.9768657777777777,0.9596222814814815
1.6,0.1021066179549645,0.9482666666666667,0.921519122962963
2.6,0.005150223386948685,0.9979360000000002,0.9959777896296298
2.8,0.0020852400210233687,0.9991857777777774,0.9983887644444447
2.2,0.01426047398099624,0.9940746666666666,0.9887078162962962
1.9,0.029147298020899062,0.9872053333333333,0.9766664770370371
3.0,0.001129237735397067,0.9995324444444442,0.9990767170370368
3.2,0.0008078830959942446,0.9996728888888887,0.9993479111111114
1.6,0.0755894462725196,0.9636177777777775,0.9403232948148148
2.4,0.010763692948712246,0.9955217777777777,0.9913821629629629
2.6,0.0043082893142755594,0.9982026666666667,0.9966162251851852
1.7,0.06148765521886948,0.9720391111111111,0.9526680651851852
2.8,0.002797166497578525,0.9988426666666669,0.9977299200000002
3.0,0.0017617814895531452,0.9992959999999997,0.998619259259259
2.0,0.02977221704675763,0.9869600000000002,0.9761790340740739
1.6,0.1040485463820426,0.9478346666666667,0.9186998755555554
3.2,0.0014882853012734686,0.9993991111111109,0.9988283733333335
2.6,0.0033808612825249294,0.9986204444444445,0.9973743881481478
2.2,0.015988325866108745,0.9933013333333334,0.9871477096296297
1.8,0.04902845272674582,0.977728,0.9614576355555556
2.8,0.003974576862603847,0.9983768888888888,0.996811780740741
1.6,0.09205041388996504,0.9553973333333333,0.9285219318518518
3.0,0.003770661889066758,0.9984551111111112,0.9969758577777779
2.4,0.011516076139161623,0.9951733333333332,0.9908166399999999
1.9,0.03362437643323211,0.9850880000000001,0.9732853096296296
3.2,0.0013055809020872367,0.9994737777777778,0.9989641955555555
2.6,0.0077337754684169814,0.9969155555555558,0.9939816059259259
2.0,0.02379251290439561,0.9896995555555556,0.9812105955555555
2.8,0.0024584986132016257,0.9990275555555553,0.9980942459259258
1.6,0.07227605286799683,0.9651448888888886,0.9438528
3.0,0.0018998312777582119,0.999223111111111,0.9984777718518515
1.7,0.058197279362502845,0.9735519999999999,0.9550975762962963
3.2,0.0008753051617278219,0.9996444444444442,0.9992888888888888
2.2,0.015258487996514034,0.9935946666666666,0.9880477155555556
2.6,0.005982911518190153,0.9975484444444443,0.9951822459259259
1.6,0.09321808586567755,0.9530471111111111,0.9265087762962965
2.8,0.003882364333313338,0.9984160000000003,0.9968679585185185
2.4,0.009949907560159486,0.9959039999999999,0.9921255822222221
3.0,0.0016548308546650008,0.9993119999999999,0.9986356385185187
1.8,0.039555247974994316,0.9824995555555556,0.9685851496296297
3.2,0.0007232349514466447,0.999719111111111,0.999443863703704
2.0,0.027907859232306573,0.9877973333333333,0.9777551170370371
1.9,0.03095954032020906,0.9863768888888891,0.9753911229629628
1.6,0.09779382621949745,0.9510933333333333,0.9241803851851852
2.6,0.004945027362600796,0.997969777777778,0.9960323792592594
2.8,0.0035217451554605257,0.9985493333333334,0.997139531851852
3.0,0.0032624149683167718,0.9986862222222225,0.9974137599999999
2.2,0.018035285936441416,0.9922506666666667,0.9857662340740739
3.2,0.002644527697365598,0.9989653333333333,0.9979356444444444
1.6,0.10844436444855163,0.9461120000000001,0.9166084740740742
1.7,0.0723783578320566,0.9656728888888891,0.94375744
2.6,0.008473506796185607,0.9964782222222222,0.9931529244444444
2.4,0.007990487013514604,0.9966559999999999,0.9936184177777778
2.8,0.0031373514379066407,0.9986951111111111,0.9974965096296295
3.0,0.002027628794732632,0.9992106666666666,0.9984306725925927
3.2,0.001256390342386285,0.9994773333333333,0.9989645274074073
2.0,0.029117973216217466,0.9869742222222224,0.9766833066666666
1.6,0.1027038910223217,0.9486488888888889,0.9202172444444444
1.8,0.041835682789460184,0.9812853333333333,0.9662955377777775
2.6,0.0037671359506869567,0.9984195555555554,0.9969511111111111
2.8,0.0033422839578929873,0.9986311111111108,0.9972823229629628
2.2,0.014795900083893112,0.9937564444444444,0.9881527940740742
1.9,0.037980433055338644,0.9831271111111108,0.9695495822222222
3.0,0.0013051594765332603,0.9994559999999999,0.9989639111111112
1.6,0.08272822002732065,0.9597955555555556,0.9354634192592592
3.2,0.0018611015648291995,0.9992462222222221,0.998509416296296
2.4,0.007985203500588244,0.9967271111111109,0.9937443792592595
1.7,0.05675334418848655,0.9735911111111112,0.9556136059259258
1.6,0.09011642750715756,0.955768888888889,0.9314726400000001
2.0,0.02212048300816259,0.9905511111111112,0.9824239170370369
2.2,0.017599170760671273,0.9924746666666668,0.9860204325925926
1.8,0.04157392749924095,0.9815253333333334,0.9664084859259262
1.6,0.0838195317807418,0.9597937777777779,0.9343722192592593
2.4,0.008517541266608135,0.9963964444444444,0.9930889718518519
