alpha,qw,q2,mmse
0.0001,0.0,8.275460582219008e-05,1.1665839120608448
0.0200995,0.0,0.016472344698756965,1.15019432196791
0.040099,0.0,0.03254364973104175,1.1341230169356251
0.0600985,0.0,0.0482997438391626,1.1183669228275044
0.080098,0.0,0.06374390353113506,1.102922763135532
0.1000975,0.0,0.07887959584184634,1.0877870708248207
0.120097,0.0,0.09371046610833758,1.0729562005583295
0.14009649999999998,0.0,0.10824032546634565,1.0584263412003212
0.160096,0.0,0.12247313814543223,1.0441935285212347
0.1800955,0.0,0.13641300866043365,1.0302536580062334
0.200095,0.0,0.1500641689770406,1.0166024976896264
0.2200945,0.0,0.16343096573193053,1.0032357009347366
0.24009399999999997,0.0,0.17651784758086406,0.9901488190858029
0.2600935,0.0,0.18932935274267848,0.9773373139239885
0.280093,0.0,0.201870096801051,0.964796569865616
0.3000925,0.0,0.21414476081957706,0.95252190584709
0.320092,0.0,0.22615807981925215,0.9405085868474148
0.3400915,0.0,0.2379148316609476,0.9287518350057193
0.360091,0.0,0.24941982636904542,0.9172468402976215
0.3800905,0.0,0.26067789592612334,0.9059887707405435
0.40009,0.0,0.27169388456252963,0.8949727821041372
0.4200895,0.0,0.28247263955893454,0.8841940271077323
0.440089,0.0,0.2930190025745199,0.873647664092147
0.4600885,0.0,0.303337801508432,0.8633288651582348
0.48008799999999996,0.0,0.31343384289748577,0.8532328237691811
0.5000875,0.0,0.3233119048488944,0.8433547618177725
0.520087,0.0,0.3329767305030181,0.8336899361636487
0.5400865,0.0,0.3424330220177757,0.8242336446488912
0.560086,0.0,0.3516854350634332,0.8149812316032337
0.5800855,0.0,0.360738573813974,0.8059280928526928
0.600085,0.0,0.36959698641912986,0.797069680247537
0.6200845,0.0,0.3782651609394092,0.7884015057272576
0.640084,0.0,0.3867475217250557,0.7799191449416111
0.6600834999999999,0.0,0.3950484262188005,0.7716182404478663
0.680083,0.0,0.40317216216148394,0.763494504505183
0.7000824999999999,0.0,0.41112294517911757,0.7555437214875492
0.720082,0.0,0.41890491672968083,0.7477617499369861
0.7400815,0.0,0.4265221423878864,0.7401445242787804
0.760081,0.0,0.4339786104462795,0.7326880562203874
0.7800805,0.0,0.44127823081131834,0.7253884358553485
0.80008,0.0,0.44842483417351503,0.7182418324931518
0.8200795,0.0,0.455422171431252,0.7112444952354148
0.840079,0.0,0.4622739133485282,0.7043927533181387
0.8600785,0.0,0.46898365042759815,0.6976830162390687
0.880078,0.0,0.47555489297824377,0.691111773688423
0.9000775,0.0,0.48199107136622643,0.6846755953004404
0.920077,0.0,0.4882955364243207,0.6783711302423462
0.9400765,0.0,0.49447156001014253,0.6721951066565243
0.9600759999999999,0.0,0.5005223356961875,0.6661443309704793
0.9800755,0.02683821525982295,0.5066533893717124,0.6600100554128449
1.000075,0.052949567420321454,0.5130327438445046,0.6536091807540072
1.0200745,0.08059880362388458,0.5197094697912037,0.6468699329921171
1.040074,0.10998932908309489,0.5267455782336842,0.6396993196524341
1.0600735,0.14136301604918153,0.5342221049585024,0.6319737403486185
1.080073,0.17500496091568168,0.542245592632832,0.6235277689009934
1.1000725,0.2112483535206539,0.550956943799247,0.6141385327174694
1.120072,0.25047802554911675,0.5605435738879968,0.6035039592318348
1.1400715,0.2931297363250128,0.5712559825286575,0.5912128199716122
1.160071,0.3396788905169788,0.5834297205592631,0.576704822045453
1.1800705,0.3906048305872289,0.5975122332942383,0.5592218646344856
1.20007,0.44629973652183647,0.6140879065837564,0.537762839515338
1.2200695,0.5068541900863848,0.6338739646106561,0.5110907963132251
1.240069,0.5715911276345996,0.6576013974542517,0.4779405683259639
1.2600685,0.6382407952795732,0.6855875440583922,0.43774775163935004
1.280068,0.7022507110316483,0.7168814221273636,0.392065378774593
1.3000675,0.7580623776480746,0.7488048212887461,0.3452573385943747
1.3200669999999999,0.8025954023832969,0.7783283059504175,0.3021718012610276
1.3400665,0.8365135763639923,0.8038998468079989,0.2652077320175484
1.360066,0.8621990214555552,0.8254624242571773,0.23437962982058647
1.3800655,0.8819505301796363,0.8435868005943243,0.2087442788733878
1.400065,0.8974730078975212,0.8589267086542287,0.18726051894328422
1.4200645,0.9099385224681861,0.8720404964779243,0.1690564565744955
1.440064,0.9201444844533878,0.8833665728875549,0.15345760502175365
1.4600635,0.9286408274643352,0.8932415515146723,0.139952530715779
1.480063,0.9358150757406143,0.9019240010386431,0.1281526793268655
1.5000625,0.9419467042305835,0.9096143900534924,0.11775977364891896
1.520062,0.947241803474232,0.9164700826777346,0.10854177670224749
1.5400615,0.9518554977662116,0.9226162368482282,0.10031566668921407
1.560061,0.9559067305766951,0.9281536688418884,0.09293514547519838
1.5800605,0.9594882359566754,0.9331645689458871,0.08628179290111296
1.60006,0.962673391354864,0.9377166757058456,0.08025865846979416
1.6200595,0.9655210420631033,0.9418663885354175,0.0747855225853021
1.640059,0.9680789418683783,0.9456610900568041,0.0697953830476094
1.6600584999999999,0.9703862658695097,0.9491409242144628,0.06523178463497994
1.680058,0.9724754646365023,0.9523401591330899,0.06104678395671817
1.7000575,0.9743736553672815,0.9552882480046019,0.0571993743863026
1.720057,0.9761036812670016,0.9580106662914342,0.053654250319177504
1.7400565,0.9776849261675693,0.9605295759240321,0.05038083174384364
1.760056,0.979133948595727,0.9628643580370422,0.047352485766818914
1.7800555,0.9804649805966368,0.9650320442128224,0.04454589947984253
1.800055,0.981690323884955,0.967047668315334,0.04194057065804355
1.8200545,0.9828206672380408,0.9689245556702979,0.03951839099484933
1.840054,0.9838653428957258,0.9706745624311766,0.03726330258926755
1.8600535,0.9848325352743865,0.9723082750071492,0.035161012913453776
1.880053,0.9857294520867343,0.9738351772495704,0.033198756800892626
1.9000525,0.986562465576611,0.9752637914168893,0.03136509652573713
1.9200519999999999,0.9873372298171413,0.9766017976733536,0.029649752947284697
1.9400515,0.9880587786954179,0.9778561358967154,0.02804346216108286
1.960051,0.9887316081439005,0.9790330927061986,0.026537853364790698
1.9800505,0.9893597456279155,0.9801383763978226,0.025125344054424625
2.00005,0.9899468091563774,0.9811771817522768,0.023799049686845625
2.0200495000000003,0.9904960575388926,0.982154246155741,0.022552705687471447
2.0400490000000002,0.9910104333560729,0.9830738983498487,0.0213805998958308
2.0600485,0.9914925997886892,0.9839401008192872,0.020277513978922634
2.080048,0.9919449726467497,0.9847564873811523,0.019238671668990487
2.1000475,0.9923697480399504,0.9855263961105745,0.018259693536788996
2.120047,0.9927689262315963,0.986252898024388,0.01733655766280498
2.1400465000000004,0.9931443325451835,0.9869388226370736,0.016465564705138963
2.1600460000000004,0.9934976358424245,0.9875867809691653,0.015643306560597953
2.1800455000000003,0.9938303644448294,0.9881991854751041,0.014866639241621599
2.2000450000000003,0.9941439201942485,0.9887782678960717,0.014132658642537127
2.2200445,0.9944395911162165,0.9893260956832882,0.013438678338049265
2.240044,0.9947185622646011,0.9898445860456294,0.012782210582831938
2.2600435,0.9949819255259249,0.9903355188992207,0.012160948862185161
2.280043,0.9952306884399943,0.990800548707429,0.011572751986920343
2.3000425,0.9954657816962194,0.9912412144725417,0.011015630648137015
2.3200420000000004,0.9956880661941206,0.9916589494378842,0.010487734440283475
2.3400415000000003,0.9958983394306185,0.9920550899974092,0.009987339978364429
2.3600410000000003,0.9960973405564179,0.9924308824975467,0.009512841755616896
2.3800405000000002,0.9962857557822693,0.992787491042031,0.009062741801824037
2.40004,0.9964642226085982,0.9931260033817935,0.00863564182024415
2.4200395,0.996633334052622,0.9934474370575981,0.008230235056168933
2.440039,0.9967936421392907,0.9937527443798534,0.00784529967908612
2.4600385,0.9969456613190045,0.9940428174664119,0.007479692130676591
2.4800380000000004,0.9970898713936589,0.9943184925223452,0.007132341464145708
2.5000375000000004,0.9972267202550853,0.9945805539147732,0.006802243972332034
2.5200370000000003,0.9973566263655435,0.9948297378908966,0.006488458292641497
2.5400365000000003,0.9974799809694921,0.995066735901219,0.006190101033306361
2.560036,0.9975971501858162,0.9952921977983822,0.005906342577312179
2.5800355,0.9977084768867139,0.9955067347201209,0.005636403302927334
2.600035,0.9978142823278253,0.9957109215760104,0.00537955031953305
2.6200345,0.9979148677122973,0.995905299478651,0.005135094287819969
2.640034,0.99801051572671,0.9960903781855318,0.004902386239688639
2.6600335000000004,0.99810149184265,0.9962666381470916,0.004680814905447667
2.6800330000000003,0.9981880455123613,0.9964345324006818,0.004469804245100101
2.7000325000000003,0.9982704112078301,0.9965944882064331,0.004268811313294429
2.7200320000000002,0.9983488094180585,0.9967469086416157,0.004077324184495412
2.7400315,0.9984234476878391,0.9968921743116531,0.003894859738922174
2.760031,0.9984945214872312,0.9970306447655525,0.0037209618267416145
2.7800305,0.9985622150063768,0.9971626597948886,0.0035551995844500806
2.80003,0.9986267018882422,0.9972885406375943,0.0033971658760940937
2.8200295000000004,0.9986881458610934,0.9974085910092099,0.0032464759558775425
2.8400290000000004,0.9987467013822109,0.9975230981763051,0.0031027660819814284
2.8600285000000003,0.9988025142769437,0.9976323340396056,0.00296569212208761
2.8800280000000003,0.9988557222813882,0.99773655604589,0.0028349283773813905
2.9000275,0.9989064555452332,0.9978360080369209,0.0027101664886758914
2.920027,0.9989548370957665,0.9979309210357845,0.0025911144238673633
2.9400265,0.9990009832402766,0.9980215139245555,0.0024774956042386
2.960026,0.9990450039872496,0.9981079941695427,0.002369047973302535
2.9800255,0.9990870034522112,0.9981905585264434,0.002265523092942784
3.0000250000000004,0.9991270802086213,0.9982693936466864,0.0021666853653810325
3.0200245000000003,0.9991653276149283,0.9983446766449495,0.002072311305507446
3.0400240000000003,0.999201834117625,0.9984165756267266,0.001982188864820794
3.0600235000000002,0.9992366835153844,0.9984852501458309,0.0018961168445737198
3.080023,0.9992699552385557,0.998550851697972,0.0018139042649214232
3.1000225,0.9993017246152629,0.9986135241934202,0.0017353697614370667
3.120022,0.9993320631047867,0.9986734043701426,0.0016603410572815502
3.1400215,0.9993610385151402,0.9987306221801762,0.0015886544698424654
3.1600210000000004,0.9993887152066638,0.9987853011524069,0.0015201544477815576
3.1800205000000004,0.9994151542696807,0.9988375587077503,0.00145469316848576
3.2000200000000003,0.9994404137123567,0.9988875064977276,0.0013921301068918757
3.2200195000000003,0.9994645486405725,0.9989352507303089,0.0013323316209120917
3.240019,0.9994876114157352,0.9989808924549084,0.0012751705886139553
3.2600185,0.9995096518034307,0.999024527831739,0.0012205260655187289
3.280018,0.9995307171128849,0.9990662483852276,0.0011682829623406166
3.3000175,0.9995508523189167,0.9991061412248115,0.001118331764011854
3.320017,0.9995701001904934,0.9991442892806454,0.0010705682304267272
3.3400165000000004,0.9995885014138707,0.999180771530306,0.0010248931088286672
3.3600160000000003,0.9996060947030023,0.9992156632018411,0.0009812118761527433
3.3800155000000003,0.9996229169016422,0.9992490359617624,0.0009394345005213356
3.4000150000000002,0.9996390030811272,0.9992809580957579,0.000899475212131573
3.4200145,0.9996543866257512,0.9993114946659601,0.0008612523037425102
3.440014,0.9996690993218382,0.9993407076766094,0.0008246879208807234
3.4600135,0.9996831714433454,0.9993686562338188,0.0007897078596419416
3.480013,0.9996966318307128,0.9993953966928392,0.0007562413803346435
